,title,star_count,review_count,attributes,address,hours,menu,phone,website,city,state,pictures
44,,,,,,,,,,Amston,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipMylVsdPwP9eNP_MM9mReyNBO4SldWeJijFOEdc=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP1eu-D-TVZyYD1EF9ztLQ68GK21-DCz4mjFatA=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNLs1JtOuoCroIMGCk-Qo2nz-r_wdqJHFyCPy4L=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOcSTOsNkqiPsqU3klu1io9hi1oMXylQ1cyt5YD=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPhP21hVwOTKOmScoC4ZNc96pNOW_eNuknfJ-Fm=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPVd44eiO9HREN7qMbYBUe2AyODz6FUCP32awrC=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMvp-L1_niGJZRKyungA5pnkHsoxXBII43rAHky=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNPP8dcXoiH05e-rq28RZ0_gDrwQmB5BFU27yA5=s773-k-no']"
45,,,,,,,,,,Amston,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipMylVsdPwP9eNP_MM9mReyNBO4SldWeJijFOEdc=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP1eu-D-TVZyYD1EF9ztLQ68GK21-DCz4mjFatA=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNLs1JtOuoCroIMGCk-Qo2nz-r_wdqJHFyCPy4L=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOcSTOsNkqiPsqU3klu1io9hi1oMXylQ1cyt5YD=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPhP21hVwOTKOmScoC4ZNc96pNOW_eNuknfJ-Fm=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPVd44eiO9HREN7qMbYBUe2AyODz6FUCP32awrC=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMvp-L1_niGJZRKyungA5pnkHsoxXBII43rAHky=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNPP8dcXoiH05e-rq28RZ0_gDrwQmB5BFU27yA5=s773-k-no']"
46,Andover Pizza,4.2,194 Google reviews,"['$', 'Pizza restaurant']","130 Jonathan Trumbull Hwy, Andover, CT 06232","{'Tuesday': '11AM–9PM', 'Wednesday': '11AM–9PM', 'Thursday': '11AM–9PM', 'Friday': '11AM–10PM', 'Saturday': '11AM–10PM', 'Sunday': '12–9PM', 'Monday': '11AM–9PM'}",http://www.andoverpizzact.com/menu/,(860) 742-3663,http://www.andoverpizzact.com/,Andover,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipM5tzfiHxgcniL122Z73jOx8XRRB8-gJUkaN-_e=s1030-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPoMu08g7ldNgjD4WW_rpOOCq-97pMt7HN04vg4=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNmECSiaAY6n2D2aUAfnoEnWkkF21ySmfqhHYzF=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNPEyfEIIsZk71GiVtHK-XxXYnimhk4W3YOjl1H=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPeUQCTA3a6Cb2gMgyM3Nmm7wQeB5EAZXRgHzYL=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPTdR_-UuNecRV8gVKrY6eHlzcfsRPajyNjgcek=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPDPywakLrQwYu8dWdyNKeQ51_H03mC1q5TUJb-=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipND8hNsZmVsCbCAyswf0GCK4M6Mmh1cUVutEcfj=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP_Pwg8XJiocI9bjYqNWW9Jkrl8Z0vshnhVwYzJ=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN9EbJjbbgF816VKR4BA3fFmrvlySF9qCcXXZBP=s1354-k-no']"
47,Tom's Place,4.8,72 Google reviews,['Restaurant'],"108 US-6, Andover, CT 06232","{'Tuesday': '7AM–2PM', 'Wednesday': '7AM–2PM', 'Thursday': '7AM–2PM', 'Friday': '7AM–2PM', 'Saturday': 'Closed', 'Sunday': 'Closed', 'Monday': '7AM–2PM'}",,(860) 305-8727,,Andover,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipPit1nIRj6iAJChLsCnI4BTWGjBCA1e1HCbxD48=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOn9lSrhh_UlB9PYEGSiw7Q6Az530AhaG9Oz6Fa=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPDuq4g9ANdLz5hT9TO78TBme-jV_uqmcdfGO02=s1016-k-no']"
48,Hurst Farm Country Store,4.9,60 Google reviews,['Farm shop'],"746 East St, Andover, CT 06232","{'Tuesday': '9AM–5:30PM', 'Wednesday': '9AM–5:30PM', 'Thursday': '9AM–5:30PM', 'Friday': '9AM–5:30PM', 'Saturday': '9AM–4PM', 'Sunday': '10AM–4PM', 'Monday': '9AM–5:30PM'}",,(860) 646-6536,https://www.facebook.com/Hurst-Farms-626002090881388/,Andover,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipNHEG5FFp1Tuk-c5s2o4j1ORbE4VLd3-tYVpTzg=s1193-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMMAH2710XtLYgMiejbYTFkLjOhBq9CXEoSsDV-=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMddsq8f1zHUSnCRHpFH0m6paSA02rLPFNwF8VR=s1026-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP15pzv5XALtjqwSn-ZYQfWpQAfJAquVwRupOQI=s960-k-no']"
49,Oriental Wok,4.8,4 Google reviews,['Chinese restaurant'],"144 US-6, Andover, CT 06232","{'Tuesday': '11AM–9PM', 'Wednesday': '11AM–9PM', 'Thursday': '11AM–9PM', 'Friday': '11AM–9PM', 'Saturday': '11AM–9PM', 'Sunday': 'Closed', 'Monday': '11AM–9PM'}",https://www.orientalwokct.com/menu,,https://www.orientalwokct.com/,Andover,Connecticut,[]
50,Coventry Pizza Restaurant,4.3,284 Google reviews,"['$', 'Pizza restaurant']","1467 South St, Coventry, CT 06238","{'Tuesday': '11AM–10PM', 'Wednesday': '11AM–10PM', 'Thursday': '11AM–10PM', 'Friday': '11AM–11PM', 'Saturday': '7AM–11PM', 'Sunday': '7AM–10PM', 'Monday': '11AM–10PM'}",https://www.coventrypizzarestaurant.com/menu,(860) 742-0285,https://www.coventrypizzarestaurant.com/,Andover,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipP451QSFJg8DvRNq_xZb5eijaI_X78PbL1K1tLT=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNxe8Dyvv9mZA0zcPyYU4o1eOILaiH7g-pl_FoS=s781-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPD_Ag6czuNqaa8wxolEXJtIE_n0_5fLMvyDdT5=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMqBZwJLLCJ9ta2cV-24IreDRTIJLcAgKWc6tl5=s901-p-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM8gWLos-9_HwFTaZ0jP9yOT-i2vJRPWNz6LLG9=s1193-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNELM_f0Nqr_dEMB5rTaxuaGwJrWPNQAPu7XklF=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOE-UoJSUBDphv6gNaH0Rat7OmgrLde4WEtxa3Q=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMScSXh0fAgZG3KcOjakUCimDdO7KpcGOzSShKK=s773-k-no']"
51,,,,,,,,,,Andover,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipP451QSFJg8DvRNq_xZb5eijaI_X78PbL1K1tLT=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNxe8Dyvv9mZA0zcPyYU4o1eOILaiH7g-pl_FoS=s781-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPD_Ag6czuNqaa8wxolEXJtIE_n0_5fLMvyDdT5=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMqBZwJLLCJ9ta2cV-24IreDRTIJLcAgKWc6tl5=s901-p-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM8gWLos-9_HwFTaZ0jP9yOT-i2vJRPWNz6LLG9=s1193-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNELM_f0Nqr_dEMB5rTaxuaGwJrWPNQAPu7XklF=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOE-UoJSUBDphv6gNaH0Rat7OmgrLde4WEtxa3Q=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMScSXh0fAgZG3KcOjakUCimDdO7KpcGOzSShKK=s773-k-no']"
52,Our Place,4.4,62 Google reviews,['Restaurant'],"West St, Bolton, CT 06043","{'Tuesday': 'Closed', 'Wednesday': 'Closed', 'Thursday': '7AM–2PM', 'Friday': '7AM–2PM', 'Saturday': '7AM–1PM', 'Sunday': '7AM–1PM', 'Monday': 'Closed'}",,(860) 533-9595,,Andover,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipO11AXgEhl5S8MTXEALAq6hb-nqoZq00GNXuV4D=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipONTuKwCHS_wTA0uBBGEaGxHefmBPmrH5zlw7EU=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNK07OpdjdQmfvgyG4bjgmSpe4LQQn3FhiKK018=s1016-k-no']"
53,Dimitri's Pizza Restaurant,4.4,296 Google reviews,"['$$', 'Pizza restaurant']","3444 Main St, Coventry, CT 06238","{'Tuesday': '11AM–9PM', 'Wednesday': '11AM–9PM', 'Thursday': '11AM–9PM', 'Friday': '11AM–9PM', 'Saturday': '11AM–9PM', 'Sunday': '11AM–9PM', 'Monday': 'Closed'}",,(860) 742-7373,https://www.facebook.com/dimitrisrestaurantct/,Andover,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipNAST8z7zYD5v2QtpJwweUrrOonWdFNQjohwnJI=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNmcx6tp3SJhFvP_QF1Uky5YrXFWzTIrbUUhwrO=s636-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOgBw7PQ7XGKabq0dpCmmtIRC2T49WwoeaHZYHb=s676-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMmRCPqWoNtC8Bl0FVy6ItahfOmCHWG7-UdUr0F=s812-k-no']"
54,Georgina's Restaurant & Banquets,4.5,622 Google reviews,"['$$', 'Italian restaurant']","275 Boston Turnpike, Bolton, CT 06043","{'Tuesday': '11AM–8PM', 'Wednesday': '11AM–8PM', 'Thursday': '11AM–8PM', 'Friday': '11AM–9PM', 'Saturday': '11AM–9PM', 'Sunday': '11AM–8PM', 'Monday': 'Closed'}",,(860) 647-0345,http://www.georginasbanquets.com/,Andover,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipM0m1ppeug9_AAobc4kMPQ6ZxWM9qNawFAtl8Hl=s1028-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMFTN0ezbynmVQif-Mx6R118SGdWcLL6zHAtVqD=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM_-rkyKz470E9vMHDiyovzNmP_GAg9krSTf9wz=s1160-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMS7NfHqpNtyKkWfQZfZVD9vv5xszd4KDIjGdNw=s1160-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNpDkd4qaq1MAbsd0w4rABRsoN51rUFe7vnIjtG=s1160-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO2NHma8ZzOgwzjySyJ9MhCh7xu6fPIqo20-tRK=s1160-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPugHVyEV8Ks7DbIusfY2A-wFp5zemUL5Ao0gcv=s866-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOusUjK__2GhdKjzZXgD9Pfkc71ndxzIcaOZYkI=s1160-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNJMr84eK959DqBDnMQhvR5aOmhPCCGhe7oldSx=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOljK04Habq0lUXQWYbXxc0G2KFEqKlde3Jm_5c=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPZX6F0mkFn0BH-yAaXXQTv6a2EvdlUmETcOX04=s1160-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNiZG_HlJKx6pBVXljOdGYzU0KSBUjFaw84Niws=s1189-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMjsKbPh7ZlEUbJLfvtmaeguLeM61T_F-Xp1o6e=s700-k-no']"
55,Bidwell Tavern Cafe,4.4,"1,089 Google reviews","['$$', 'Bar & grill']","1260 Main St, Coventry, CT 06238","{'Tuesday': '11AM–8:30PM', 'Wednesday': '11AM–8:30PM', 'Thursday': '11AM–8:30PM', 'Friday': '11AM–9PM', 'Saturday': '11AM–9PM', 'Sunday': '11AM–8:30PM', 'Monday': '11AM–8:30PM'}",http://thebidwelltavern.com/,(860) 742-6978,http://thebidwelltavern.com/,Andover,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipPHHGyCI2JS7mFM1UBPdNA2nUAzhkE7ou1_o6u0=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPcXuELAxeBPzwCEclQJixgcGxzcsbSocKls3YQ=s480-k-no']"
56,Dunkin',3.7,56 Google reviews,"['$', 'Coffee shop']","497 US-6, Andover, CT 06232","{'Tuesday': '5AM–9PM', 'Wednesday': '5AM–9PM', 'Thursday': '5AM–9PM', 'Friday': '5AM–9PM', 'Saturday': '5AM–9PM', 'Sunday': '5AM–9PM', 'Monday': '5AM–9PM'}",https://www.dunkindonuts.com/en/dd-cards/mobile-app?utm_source=google&utm_medium=local&utm_campaign=localmapsorder&utm_content=338639,(860) 742-5332,https://smart.link/abu8tr12sc1y6?utm_source=google&utm_medium=local&utm_campaign=gmbwebsiteorder&utm_content=338639,Andover,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipNoE6lDd1OGGeQLVb1kJgm5z9XRliHLbivg0weS=s1032-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPHD16Y8cDuOwm4mVugoBLvw-37PWCw1H-r5dm9=s1032-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOj-swPv8GZ-GJADqqB55D770mEVZlL0x_jD4Uz=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN0JSHAMGSjO1wZs__qxUdJB3k3fu7VaZRXKAxd=s696-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNi8L3kB8U9Kn9lAta0WoXMEmZdhbKBcg0mHBwg=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNjig26kr-IDy4zgqKdi56GnOPaVq6Pihir0b1r=s811-k-no']"
57,Zen Garden Restaurant,4.7,58 Google reviews,['Asian restaurant'],"127 Main St, Hebron, CT 06248","{'Tuesday': '11AM–9:30PM', 'Wednesday': '11AM–9:30PM', 'Thursday': '11AM–9:30PM', 'Friday': '11AM–10:30PM', 'Saturday': '11AM–10:30PM', 'Sunday': '11AM–9:30PM', 'Monday': 'Closed'}",,(860) 228-9600,http://www.zengardenhebron.com/,Andover,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipPRXdkBv63g8Wk28S2S4LgdgPy-u5yAIe-L4EGI=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN2NzAH62fQYK4yjwoDRnsGzYi7pdV6pPC51i_h=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPHfapGjAb49LIGgrum5dNaBCT2p8VMcsXmCzbu=s781-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMH895IqOeEFIe5YoMBr5Q6u4npNR-svyQiuidn=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOND2H5ELFcBpoVfuWWMt0lNJZTJputWP1bFro4=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMaJWdBPIyjPjjABL2nqU4nN132g--TVNbQObdf=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO5aNaUbLSRl4NEGPNhVdsPsP24TLPOinldzjdn=s773-k-no']"
58,FennAgains Pub & Restaurant,4.1,287 Google reviews,"['$$', 'Restaurant']","54 Main St, Hebron, CT 06248","{'Tuesday': 'Closed', 'Wednesday': '11AM–9PM', 'Thursday': '11AM–9PM', 'Friday': '11AM–9PM', 'Saturday': '11AM–9PM', 'Sunday': '11AM–9PM', 'Monday': 'Closed'}",http://www.fennagainspub.com/,(860) 530-1213,https://www.fennagainspub.com/,Andover,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipOudMNDQshPWzpZfC8FBVo-p6LuTTT5ALoapuct=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO4p5cLD8szj0payW4kJefXn3xfoj2dFl-bA6GM=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPHHEvAKuuehaduWCFn7Zvmn2CTAobleSUOcEmB=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPUx9A7on8KthTUTXG4GdqdUncqiwgTXmu5Hm3X=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO3pJ9QJxyDgTIpV5ywly4BDPJLlcOwl8LsKHU1=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOBMu6OttCtI9PvuQX6cUE9avKTVv4AIQSt9bPp=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOPIaCfTqPgVwX4APfpUbGiAIG2DqFF0LFg_oXp=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM7KS4cbYcA3a6Ksa25XASEQg7mzhlZojRwWv2n=s1226-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMEO0PmA2wRZ96Ggs3wFxUwTlMDS-WrpZkkbX3J=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPP34fcB6p07qHhs4qVEjBsEVHSwjwOg0lXPxB6=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNlS3vI6JPk5pfl9pFt0WQ_Du9OlXJDq78IHai4=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNe-VcKSjbRAoCi0RmTh-bR4rNw3-lPjMARlcqm=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNKdXlmgs7UgT_LUZIkW5PUOzVAAQ5q4pSG3Bfl=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNqcH-9CJoPVI-0unjJUm_cV6243z-KTGeH8dXx=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPlrTiT0W_fFqb2H9wpi6G-OWAlG4DOD2bXLaPY=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMdXMWnWhzeFk5dG6QqapRCj56KyaIG_eQDAGCU=s1226-k-no']"
59,Lakeview Restaurant & Bar,4.0,612 Google reviews,"['$$', 'Restaurant']","50 Lake St, Coventry, CT 06238","{'Tuesday': '12–10PM', 'Wednesday': '12–10PM', 'Thursday': '12–10PM', 'Friday': '12–10PM', 'Saturday': '12–10PM', 'Sunday': '12–10PM', 'Monday': '12–10PM'}",https://www.toasttab.com/lakeview-restaurant-coventry/v3,(860) 498-0500,http://lakeviewct.com/,Andover,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipO5bPmJw8Qmlpz8KdHmK7sHUibDJCleJlQCjY1B=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPKXkdatyZL3-gCli5jo8SwoQ8w6CqyDoKvyCUC=s1024-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOzyjM7cEoTW5CMpyCQoyfV7WujedPRPw8YtAcp=s815-k-no']"
60,Gina Marie's Family Restaurant,4.2,409 Google reviews,"['$$', 'Family restaurant']","71 Main St, Hebron, CT 06248","{'Tuesday': '8AM–7PM', 'Wednesday': '8AM–7PM', 'Thursday': '8AM–8PM', 'Friday': '8AM–8PM', 'Saturday': '8AM–8PM', 'Sunday': '8AM–6PM', 'Monday': '8AM–2PM'}",http://ginamariesct.com/dinner/,(860) 228-9375,http://www.ginamariesct.com/,Andover,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipMtVoAU5PNGR3mZWCL_UWvSCgdzJvk0C7JI5GZA=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMQUPErWOC6CIbOt8_JhkuoURS6VPiqvXDhSF8h=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNIaC3M__lVSQq2ZvVuN0I9ot4PLYxIRCp1VCCF=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM6kadchr6BfElNK8qebwwIJoWZlQA3TrrOL2nw=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO6jKIdACh4_DVZoCfmPm3PmXT3Zmu6jeufwMw5=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO3Qk6jIjlArZH2IlhwSQn2V8wl-OeaXh21SbB9=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipONCf_Oi_lsNkfrkeXG_e78UlSboDEOPUCKJ_GQ=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNdOCoW4vsMUWbd0IVn8IqRlFVK14Gif92gQZzB=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMLQMYPN2c6LwVqkfE2oF3Q6ogMKhCtRB6gp2eA=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNj3XrS87vKo42lZ-9myU7AomfaVHwxKGMq-x6y=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNxIwPwAbNhyZB-pIuAGN6_4GiL36gYa1DJW4B5=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOyuQa8Wgky97xCy_4ZwpVDdVpUVvoRTG4fAiGZ=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP_tglJ-pi-AxKKKKzOR5k0u1u0g6AgYnobPApx=s812-k-no']"
61,Jao Praya Thai Cuisine,4.1,120 Google reviews,"['$$', 'Thai restaurant']","299 Boston Turnpike, Bolton, CT 06043","{'Tuesday': '11AM–9PM', 'Wednesday': '11AM–9PM', 'Thursday': '11AM–9PM', 'Friday': '11AM–10PM', 'Saturday': '12–10PM', 'Sunday': '12–9PM', 'Monday': '11AM–9PM'}",https://goo.gl/Ga68Nm,(860) 512-0686,http://jaoprayathaicuisine.com/,Andover,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipNAOQsufiEWt-xxXlAfPwir45q6fEy5V1TH_CeX=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMC40eCKyi66MS2imkN_i1FwJrLUtCU4MUkVFL2=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPW0Xk5f4JC3XYijYGhc100sG5-nI1kIxEel5Ui=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMSeiAXA3QpYUyTi070iz8SBiY9RFVPitPdwR6D=s812-k-no']"
62,Panda Garden,4.3,88 Google reviews,['Chinese restaurant'],"1364 Main St, Coventry, CT 06238","{'Tuesday': '11AM–10PM', 'Wednesday': '11AM–10PM', 'Thursday': '11AM–10PM', 'Friday': '11AM–10PM', 'Saturday': '11AM–10PM', 'Sunday': '12–9:30PM', 'Monday': '11AM–10PM'}",,(860) 742-2828,http://pandagardencoventr.wixsite.com/website,Andover,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipO_x5gBobJJrkLxjhcfWo1n5v4fZZURsW53NwyC=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNlAz6JG5-rjKBoGQ6w99VhGTB-pXng0VtXiFHZ=s885-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMN76lViYhHfFswiARUn3EPR8s6ntdmFnpDQi3E=s773-k-no']"
63,Taso's Eggsellent Adventure,4.6,144 Google reviews,['Restaurant'],"550 Middle Turnpike E, Manchester, CT 06040","{'Tuesday': '7AM–2PM', 'Wednesday': '7AM–2PM', 'Thursday': '7AM–2PM', 'Friday': '7AM–2PM', 'Saturday': '7AM–2PM', 'Sunday': '7AM–2PM', 'Monday': '7AM–2PM'}",/search?q=taso%27s+eggsellent+adventure+phone&ludocid=1504524529684670033&sa=X&ved=2ahUKEwiLk8P4qobuAhUAEVkFHQ-aD2MQ6BMwCXoECAkQAg,(860) 432-5339,https://www.tasosct.com/,Andover,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipO7hw5W9CMEs1fOajM3pZMkzOFEN4kYn9X688nd=s1013-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPGd37sp489ltcM2oAEqT-5B6VVPIVJ63bDJt6m=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNbQBa6anXOoEXoN9x2WfA2vvhaVuOS_e_eCEAV=s869-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN-MTRDC1RC9gocss1uOovGDd5SRJO-rCrT5uLi=s1013-k-no']"
64,Country Snack Bar,4.6,59 Google reviews,['Snack bar'],"2767 Boston Turnpike, Coventry, CT 06238","{'Tuesday': '6AM–3PM', 'Wednesday': '6AM–3PM', 'Thursday': '6AM–7PM', 'Friday': '6AM–3PM', 'Saturday': '6AM–3PM', 'Sunday': 'Closed', 'Monday': '6AM–3PM'}",/search?q=country+snack+bar+phone&ludocid=8382906345189944640&sa=X&ved=2ahUKEwj9sfOHq4buAhV0GlkFHavJB8EQ6BMwCHoECAEQAg,(860) 742-6335,http://country-snack-bar.poi.place/,Andover,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipNpx1Eu46MVMSmsQ-mVm0OiS3hYiJmjkyeOKbXY=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMLuvaCYeRfLQl1UDZLegtCmVSCSgDSFm_vc26R=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNSUaomXvVvTkmMZVpnDKOmru7WnX0rt6s84wX3=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNy_jQ7UIqIVnwVGgskxqZjZmIBqdPdfO7PvBup=s1193-k-no']"
65,Pizza on Main,4.4,60 Google reviews,['Pizza restaurant'],"1201 Main St, Coventry, CT 06238","{'Tuesday': '11AM–9PM', 'Wednesday': '11AM–9PM', 'Thursday': '11AM–9PM', 'Friday': '11AM–10PM', 'Saturday': '11AM–10PM', 'Sunday': '12–9PM', 'Monday': 'Closed'}",,(860) 498-0606,https://www.orderpizza101menu.com/,Andover,Connecticut,"['https://lh5.googleusercontent.com/p/AF1QipNMSoPkr-czq29fOmNaLZBN1EHirtJYvu4lVPlS=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNFWocoKnUSZ_AStNV9TjZ-SQ87bHhF3ggepbzr=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOJZbc21S7w61bAYHonjlJBizKDkt_v6lwgwJlG=s1193-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPFGO5kloOIM-2_RLWDeFA8IrIGPYfHbRkiWySj=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNcTeId5L4EcPlG6vAPU9w5GPzqydBoLhcUinQI=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM-_3uFw3n-zRWMjruzFJfwPB0LJJjP3xLpWIH1=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPRQOuqhBdb5MEp32LGYjxffYvaBx73dtkxzDyO=s1193-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNXjcQOnyZVkIj67n8X60kEzp1C-a0Jw70e36I7=s1354-k-no']"
